,index,start,end,text,speaker,speaker_confidence,version_country,version_season,season,episode,episode_id,subtitle_index,start_time,end_time,speaker_label,subtitle_text,word_count
151,152,462.829,464.831,"Oh, my God.",SPEAKER_21,0.84375,US,US01,1,1,S01E01,152,462.829,464.831,SPEAKER_21,"Oh, my God.",3
152,153,465.331,467.834,This is just Day One.,SPEAKER_21,1.0462499999999864,US,US01,1,1,S01E01,153,465.331,467.834,SPEAKER_21,This is just Day One.,5
153,154,472.839,474.841,"Should we, uh, you know,
talk for a little bit,",SPEAKER_19,1.8712812499999814,US,US01,1,1,S01E01,154,472.839,474.841,SPEAKER_19,"Should we, uh, you know,
talk for a little bit,",10
154,155,475.341,476.843,"or should we start
moving stuff up?",SPEAKER_19,1.5020000000000095,US,US01,1,1,S01E01,155,475.341,476.843,SPEAKER_19,"or should we start
moving stuff up?",7
155,156,477.243,478.244,"Hey, let's discuss
some things, man.",SPEAKER_26,1.0010000000000332,US,US01,1,1,S01E01,156,477.243,478.244,SPEAKER_26,"Hey, let's discuss
some things, man.",6
156,157,478.744,479.745,Let's figure some things out.,SPEAKER_26,1.0009999999999764,US,US01,1,1,S01E01,157,478.744,479.745,SPEAKER_26,Let's figure some things out.,5
157,158,480.046,481.047,Here's what we plan on doing.,SPEAKER_26,1.0010000000000332,US,US01,1,1,S01E01,158,480.046,481.047,SPEAKER_26,Here's what we plan on doing.,6
158,159,481.047,483.049,"High tide is that line right
there, see that line?",SPEAKER_26,2.0019999999999527,US,US01,1,1,S01E01,159,481.047,483.049,SPEAKER_26,"High tide is that line right
there, see that line?",10
159,160,483.549,484.05,"Yeah, uh-huh.",SPEAKER_26,0.5010000000000332,US,US01,1,1,S01E01,160,483.549,484.05,SPEAKER_26,"Yeah, uh-huh.",2
160,161,484.55,485.551,"So it shouldn't
come up to here.",SPEAKER_26,1.0009999999999764,US,US01,1,1,S01E01,161,484.55,485.551,SPEAKER_26,"So it shouldn't
come up to here.",7
161,162,485.551,487.053,"And this piece of
bamboo back he re,",SPEAKER_26,1.5020000000000095,US,US01,1,1,S01E01,162,485.551,487.053,SPEAKER_26,"And this piece of
bamboo back he re,",8
162,163,487.053,489.055,"we can lay it from up
here, over to there,",SPEAKER_26,2.0020000000000095,US,US01,1,1,S01E01,163,487.053,489.055,SPEAKER_26,"we can lay it from up
here, over to there,",10
163,164,489.055,491.057,"and that'll be the
beginning of our shelter.",SPEAKER_10,2.0020000000000095,US,US01,1,1,S01E01,164,489.055,491.057,SPEAKER_10,"and that'll be the
beginning of our shelter.",8
164,165,491.557,493.059,"Actually, before we
build a shelter,",SPEAKER_10,1.5020000000000095,US,US01,1,1,S01E01,165,491.557,493.059,SPEAKER_10,"Actually, before we
build a shelter,",6
165,166,493.059,494.861,"just knock that
whole branch off.",SPEAKER_18,1.801999999999964,US,US01,1,1,S01E01,166,493.059,494.861,SPEAKER_18,"just knock that
whole branch off.",6
166,167,494.861,496.362,"No, I mean, this is
an awesome spot.",SPEAKER_18,1.5010000000000332,US,US01,1,1,S01E01,167,494.861,496.362,SPEAKER_18,"No, I mean, this is
an awesome spot.",8
167,168,496.863,497.864,I'm just saying...,SPEAKER_18,1.0009999999999764,US,US01,1,1,S01E01,168,496.863,497.864,SPEAKER_18,I'm just saying...,3
168,169,497.864,499.866,"What's the first
thing we need to do?",SPEAKER_08,2.0020000000000095,US,US01,1,1,S01E01,169,497.864,499.866,SPEAKER_08,"What's the first
thing we need to do?",8
169,170,499.866,501.367,Shelter. We need a latrine.,SPEAKER_08,1.5010000000000332,US,US01,1,1,S01E01,170,499.866,501.367,SPEAKER_08,Shelter. We need a latrine.,5
170,171,501.367,503.369,"Okay, so we don't
need fire tonight?",SPEAKER_09,2.0020000000000095,US,US01,1,1,S01E01,171,501.367,503.369,SPEAKER_09,"Okay, so we don't
need fire tonight?",7
171,172,503.369,504.67,That's an option.,SPEAKER_09,1.3009999999999877,US,US01,1,1,S01E01,172,503.369,504.67,SPEAKER_09,That's an option.,3
172,173,504.67,506.172,"We got enough water
to make it tonight.",SPEAKER_09,1.5020000000000095,US,US01,1,1,S01E01,173,504.67,506.172,SPEAKER_09,"We got enough water
to make it tonight.",8
173,174,506.672,508.774,"You guys, I think first
thing we ought to do",SPEAKER_27,1.5649062499999786,US,US01,1,1,S01E01,174,506.672,508.774,SPEAKER_27,"You guys, I think first
thing we ought to do",10
174,175,508.774,510.776,"is talk about how
we're going to do",SPEAKER_27,2.0020000000000095,US,US01,1,1,S01E01,175,508.774,510.776,SPEAKER_27,"is talk about how
we're going to do",8
175,176,510.776,512.278,whatever we're going to do--,SPEAKER_27,1.5020000000000095,US,US01,1,1,S01E01,176,510.776,512.278,SPEAKER_27,whatever we're going to do--,5
176,177,512.278,513.779,talk about the process.,SPEAKER_27,1.29296875,US,US01,1,1,S01E01,177,512.278,513.779,SPEAKER_27,talk about the process.,4
177,178,513.779,514.78,"Listen, listen.",SPEAKER_26,0.7534062499998981,US,US01,1,1,S01E01,178,513.779,514.78,SPEAKER_26,"Listen, listen.",2
178,179,515.281,516.282,Let me give you a rough quick.,SPEAKER_26,1.00100000000009,US,US01,1,1,S01E01,179,515.281,516.282,SPEAKER_26,Let me give you a rough quick.,7
179,180,516.782,518.284,The camp will be right there.,SPEAKER_26,1.5019999999999527,US,US01,1,1,S01E01,180,516.782,518.284,SPEAKER_26,The camp will be right there.,6
180,181,518.384,519.385,We'll clear these leaves off.,SPEAKER_26,1.0009999999999764,US,US01,1,1,S01E01,181,518.384,519.385,SPEAKER_26,We'll clear these leaves off.,5
181,182,519.385,520.887,That's a flat piece of ground.,SPEAKER_26,1.5019999999999527,US,US01,1,1,S01E01,182,519.385,520.887,SPEAKER_26,That's a flat piece of ground.,6
182,183,520.887,522.388,The latrine will be down there.,SPEAKER_26,0.7845312499999864,US,US01,1,1,S01E01,183,520.887,522.388,SPEAKER_26,The latrine will be down there.,6
183,184,522.388,524.39,"The wind's hitting me
in the back right now.",SPEAKER_26,2.0019999999999527,US,US01,1,1,S01E01,184,522.388,524.39,SPEAKER_26,"The wind's hitting me
in the back right now.",9
184,185,524.39,526.592,"SEAN: So, we're saying
we need a latrine",SPEAKER_08,1.3435312499999554,US,US01,1,1,S01E01,185,524.39,526.592,SPEAKER_08,"SEAN: So, we're saying
we need a latrine",8
185,186,526.993,528.494,"and a clear place to
sleep, is that all?",SPEAKER_08,1.5009999999999764,US,US01,1,1,S01E01,186,526.993,528.494,SPEAKER_08,"and a clear place to
sleep, is that all?",9
186,187,528.895,529.896,Food.,SPEAKER_08,1.0009999999999764,US,US01,1,1,S01E01,187,528.895,529.896,SPEAKER_08,Food.,1
187,188,529.896,531.397,And if we need more...,SPEAKER_17,1.50100000000009,US,US01,1,1,S01E01,188,529.896,531.397,SPEAKER_17,And if we need more...,5
188,189,531.397,533.199,"Let's check the box, before
we make any decisions.",SPEAKER_17,1.8019999999999072,US,US01,1,1,S01E01,189,531.397,533.199,SPEAKER_17,"Let's check the box, before
we make any decisions.",9
189,190,533.699,534.7,Let's see what we got.,SPEAKER_27,0.7271562500000073,US,US01,1,1,S01E01,190,533.699,534.7,SPEAKER_27,Let's see what we got.,5
190,191,534.901,537.403,"There might be a
blowtorch in there.",SPEAKER_27,2.5020000000000664,US,US01,1,1,S01E01,191,534.901,537.403,SPEAKER_27,"There might be a
blowtorch in there.",7
191,192,537.803,538.804,We need a bathroom.,SPEAKER_27,1.0009999999999764,US,US01,1,1,S01E01,192,537.803,538.804,SPEAKER_27,We need a bathroom.,4
192,193,538.804,540.306,Are you guys all done talking?,SPEAKER_27,1.5020000000000664,US,US01,1,1,S01E01,193,538.804,540.306,SPEAKER_27,Are you guys all done talking?,6
193,194,540.306,541.807,Huh?,SPEAKER_27,0.35437500000011823,US,US01,1,1,S01E01,194,540.306,541.807,SPEAKER_27,Huh?,1
194,195,542.008,543.509,I don't know.,SPEAKER_27,0.3881250000001728,US,US01,1,1,S01E01,195,542.008,543.509,SPEAKER_27,I don't know.,3
195,196,544.01,544.51,I'm done.,UNKNOWN,0.0,US,US01,1,1,S01E01,196,544.01,544.51,UNKNOWN,I'm done.,2
196,197,545.011,546.012,I'm going to open up a box.,SPEAKER_07,1.0009999999999764,US,US01,1,1,S01E01,197,545.011,546.012,SPEAKER_07,I'm going to open up a box.,7
197,198,546.012,547.513,I'm looking for Fritos.,SPEAKER_07,1.50100000000009,US,US01,1,1,S01E01,198,546.012,547.513,SPEAKER_07,I'm looking for Fritos.,4
198,199,547.513,549.615,"DIRK: Rich, um, I appreciate
what he's trying to do",SPEAKER_08,1.5177812499998709,US,US01,1,1,S01E01,199,547.513,549.615,SPEAKER_08,"DIRK: Rich, um, I appreciate
what he's trying to do",10
199,200,549.615,551.617,"as far as bring the team
together and stuff,",SPEAKER_08,2.0019999999999527,US,US01,1,1,S01E01,200,549.615,551.617,SPEAKER_08,"as far as bring the team
together and stuff,",9
200,201,551.918,553.419,"'cause that's one thing
that needs to happen.",SPEAKER_08,1.5009999999999764,US,US01,1,1,S01E01,201,551.918,553.419,SPEAKER_08,"'cause that's one thing
that needs to happen.",8
201,202,553.419,555.421,"I think he's got some
good skills in that area.",SPEAKER_08,2.0020000000000664,US,US01,1,1,S01E01,202,553.419,555.421,SPEAKER_08,"I think he's got some
good skills in that area.",10
202,203,555.421,557.423,"And, unfortunately, people
like that annoy me.",SPEAKER_08,2.0019999999999527,US,US01,1,1,S01E01,203,555.421,557.423,SPEAKER_08,"And, unfortunately, people
like that annoy me.",7
203,204,557.423,558.925,"I'm just thinking,",SPEAKER_18,1.1077812500000164,US,US01,1,1,S01E01,204,557.423,558.925,SPEAKER_18,"I'm just thinking,",3
204,205,558.925,560.426,"I think we're off
to a bad start.",SPEAKER_27,1.393781249999961,US,US01,1,1,S01E01,205,558.925,560.426,SPEAKER_27,"I think we're off
to a bad start.",8
205,206,560.927,562.428,"Why, 'cause we're not talking?",SPEAKER_18,1.5009999999999764,US,US01,1,1,S01E01,206,560.927,562.428,SPEAKER_18,"Why, 'cause we're not talking?",5
206,207,562.428,563.429,Yeah.,SPEAKER_18,0.5698437500001319,US,US01,1,1,S01E01,207,562.428,563.429,SPEAKER_18,Yeah.,1
207,208,563.429,565.431,"Sometimes, though,
Richard, um,",SPEAKER_18,2.0020000000000664,US,US01,1,1,S01E01,208,563.429,565.431,SPEAKER_18,"Sometimes, though,
Richard, um,",4
208,209,565.431,566.933,you kind of got to do things,SPEAKER_18,0.7964062500000182,US,US01,1,1,S01E01,209,565.431,566.933,SPEAKER_18,you kind of got to do things,7
209,210,567.433,568.434,"and talk as you go along,",SPEAKER_18,1.0009999999999764,US,US01,1,1,S01E01,210,567.433,568.434,SPEAKER_18,"and talk as you go along,",6
210,211,568.935,571.938,"and sometimes things can't
be that planned out.",SPEAKER_18,2.1937500000001364,US,US01,1,1,S01E01,211,568.935,571.938,SPEAKER_18,"and sometimes things can't
be that planned out.",8
211,212,571.938,572.939,I agree with you.,SPEAKER_27,0.6430312500000355,US,US01,1,1,S01E01,212,571.938,572.939,SPEAKER_27,I agree with you.,4
212,213,573.439,575.942,"The problem with having no
conversation whatsoever,",SPEAKER_27,2.5030000000000427,US,US01,1,1,S01E01,213,573.439,575.942,SPEAKER_27,"The problem with having no
conversation whatsoever,",7
213,214,575.942,577.944,"or lots of people talking
about different things",SPEAKER_27,2.0019999999999527,US,US01,1,1,S01E01,214,575.942,577.944,SPEAKER_27,"or lots of people talking
about different things",8
214,215,578.444,580.947,"is that nobody's working
toward a particular goal.",SPEAKER_27,2.5030000000000427,US,US01,1,1,S01E01,215,578.444,580.947,SPEAKER_27,"is that nobody's working
toward a particular goal.",8
215,216,580.947,582.448,"Not the silly
little stuff about,",SPEAKER_27,1.5009999999999764,US,US01,1,1,S01E01,216,580.947,582.448,SPEAKER_27,"Not the silly
little stuff about,",6
216,217,582.448,583.95,"oh, who's going
to sleep where?",SPEAKER_27,1.5020000000000664,US,US01,1,1,S01E01,217,582.448,583.95,SPEAKER_27,"oh, who's going
to sleep where?",6
217,218,583.95,585.451,What are we going to do?,SPEAKER_27,1.5009999999999764,US,US01,1,1,S01E01,218,583.95,585.451,SPEAKER_27,What are we going to do?,6
218,219,585.451,586.452,But why are we here?,SPEAKER_27,0.4630937500000982,US,US01,1,1,S01E01,219,585.451,586.452,SPEAKER_27,But why are we here?,5
219,220,586.452,587.453,And what's the point?,SPEAKER_27,0.7964062500000182,US,US01,1,1,S01E01,220,586.452,587.453,SPEAKER_27,And what's the point?,4
220,221,587.453,588.955,And if we don't...,SPEAKER_27,1.5020000000000664,US,US01,1,1,S01E01,221,587.453,588.955,SPEAKER_27,And if we don't...,4
221,222,588.955,591.457,"Oh, I figured that out
before I come here.",SPEAKER_18,1.7684687499998972,US,US01,1,1,S01E01,222,588.955,591.457,SPEAKER_18,"Oh, I figured that out
before I come here.",9
222,223,591.457,592.959,For you... And you haven't?,SPEAKER_18,0.8020937500001537,US,US01,1,1,S01E01,223,591.457,592.959,SPEAKER_18,For you... And you haven't?,5
223,224,592.959,594.46,"And I have for me,",SPEAKER_27,1.4246562499999982,US,US01,1,1,S01E01,224,592.959,594.46,SPEAKER_27,"And I have for me,",5
224,225,594.46,595.962,but we haven't for us.,SPEAKER_27,1.5019999999999527,US,US01,1,1,S01E01,225,594.46,595.962,SPEAKER_27,but we haven't for us.,5
225,226,595.962,597.463,"And for the next
seven ejections,",SPEAKER_27,1.5009999999999764,US,US01,1,1,S01E01,226,595.962,597.463,SPEAKER_27,"And for the next
seven ejections,",6
226,227,597.463,599.966,"21 days, we have to
function together,",SPEAKER_27,2.5030000000000427,US,US01,1,1,S01E01,227,597.463,599.966,SPEAKER_27,"21 days, we have to
function together,",7
227,228,599.966,600.967,or we fail.,SPEAKER_27,1.0009999999999764,US,US01,1,1,S01E01,228,599.966,600.967,SPEAKER_27,or we fail.,3
228,229,601.467,602.969,"What do you think
we're doing now?",SPEAKER_18,1.5020000000000664,US,US01,1,1,S01E01,229,601.467,602.969,SPEAKER_18,"What do you think
we're doing now?",7
229,230,602.969,604.47,"Not functioning
together at all.",SPEAKER_27,1.355718750000051,US,US01,1,1,S01E01,230,602.969,604.47,SPEAKER_27,"Not functioning
together at all.",5
230,231,604.47,606.872,"I'm a redneck, and I don't
know corporate world at all,",SPEAKER_18,2.40199999999993,US,US01,1,1,S01E01,231,604.47,606.872,SPEAKER_18,"I'm a redneck, and I don't
know corporate world at all,",11
231,232,606.872,608.874,"and corporate world ain't
gonna work out here",SPEAKER_18,2.0020000000000664,US,US01,1,1,S01E01,232,606.872,608.874,SPEAKER_18,"and corporate world ain't
gonna work out here",8
232,233,608.874,609.875,in the bush.,SPEAKER_18,1.0009999999999764,US,US01,1,1,S01E01,233,608.874,609.875,SPEAKER_18,in the bush.,3
233,234,610.376,611.877,"No, I'm not talking
corporate world.",SPEAKER_27,1.5009999999999764,US,US01,1,1,S01E01,234,610.376,611.877,SPEAKER_27,"No, I'm not talking
corporate world.",6
234,235,611.877,613.379,I'm talking creating a team.,SPEAKER_27,1.5020000000000664,US,US01,1,1,S01E01,235,611.877,613.379,SPEAKER_27,I'm talking creating a team.,5
235,236,613.479,614.48,I thought we were doing good.,SPEAKER_27,1.0009999999999764,US,US01,1,1,S01E01,236,613.479,614.48,SPEAKER_27,I thought we were doing good.,6
236,237,614.48,615.982,"But, see, creating a team",SPEAKER_17,1.5019999999999527,US,US01,1,1,S01E01,237,614.48,615.982,SPEAKER_17,"But, see, creating a team",5
237,238,615.982,618.484,"is actually putting all
of our hands together...",SPEAKER_17,2.5020000000000664,US,US01,1,1,S01E01,238,615.982,618.484,SPEAKER_17,"is actually putting all
of our hands together...",8
238,239,618.985,620.486,"Not hands, all of us
knowing what we're doing.",SPEAKER_27,1.5009999999999764,US,US01,1,1,S01E01,239,618.985,620.486,SPEAKER_27,"Not hands, all of us
knowing what we're doing.",9
239,240,620.486,622.488,"Yeah, the hand thing,
yeah, but that's...",SPEAKER_17,2.0020000000000664,US,US01,1,1,S01E01,240,620.486,622.488,SPEAKER_17,"Yeah, the hand thing,
yeah, but that's...",7
240,241,622.688,624.19,"Action, man. Action, Richard.",SPEAKER_17,1.5020000000000664,US,US01,1,1,S01E01,241,622.688,624.19,SPEAKER_17,"Action, man. Action, Richard.",4
241,242,624.39,625.391,Action.,SPEAKER_17,1.0009999999999764,US,US01,1,1,S01E01,242,624.39,625.391,SPEAKER_17,Action.,1
242,243,625.391,628.394,"Well, you don't
want to act ahead.",SPEAKER_27,2.1824062499999854,US,US01,1,1,S01E01,243,625.391,628.394,SPEAKER_27,"Well, you don't
want to act ahead.",7
243,244,628.394,631.897,"RICHARD: I'm good
to go survivalwise.",SPEAKER_27,1.6691562499999009,US,US01,1,1,S01E01,244,628.394,631.897,SPEAKER_27,"RICHARD: I'm good
to go survivalwise.",6
244,245,631.897,634.4,"Peoplewise, it'll be a
little more challenging.",SPEAKER_27,2.502999999999929,US,US01,1,1,S01E01,245,631.897,634.4,SPEAKER_27,"Peoplewise, it'll be a
little more challenging.",7
245,246,634.4,636.902,"But I've got the million
dollar check written already.",SPEAKER_27,2.5020000000000664,US,US01,1,1,S01E01,246,634.4,636.902,SPEAKER_27,"But I've got the million
dollar check written already.",9
246,247,637.403,638.404,"I mean, I'm the winner.",SPEAKER_27,1.0009999999999764,US,US01,1,1,S01E01,247,637.403,638.404,SPEAKER_27,"I mean, I'm the winner.",5
247,248,638.904,641.407,"And it's that kind of cocky
attitude that makes people",SPEAKER_27,2.5030000000000427,US,US01,1,1,S01E01,248,638.904,641.407,SPEAKER_27,"And it's that kind of cocky
attitude that makes people",10
248,249,641.407,642.908,really hate your guts.,SPEAKER_27,1.5009999999999764,US,US01,1,1,S01E01,249,641.407,642.908,SPEAKER_27,really hate your guts.,4
249,250,642.908,645.911,"So that's the kind of thing,
I've really got to keep, uh...",SPEAKER_27,2.7942187499999136,US,US01,1,1,S01E01,250,642.908,645.911,SPEAKER_27,"So that's the kind of thing,
I've really got to keep, uh...",12
250,251,645.911,647.913,under wraps.,SPEAKER_27,0.9282812500000546,US,US01,1,1,S01E01,251,645.911,647.913,SPEAKER_27,under wraps.,2
251,252,647.913,651.917,"But, uh, it's just, how
do I get there from here?",SPEAKER_27,2.5987499999998818,US,US01,1,1,S01E01,252,647.913,651.917,SPEAKER_27,"But, uh, it's just, how
do I get there from here?",11
252,253,661.327,662.328,What's that?,UNKNOWN,0.0,US,US01,1,1,S01E01,253,661.327,662.328,UNKNOWN,What's that?,2
253,254,662.328,663.829,"Whoa! Look at this, folks.",SPEAKER_10,1.4036562499998126,US,US01,1,1,S01E01,254,662.328,663.829,SPEAKER_10,"Whoa! Look at this, folks.",5
254,255,664.33,667.833,"If this is kerosene, and we
didn't take one of those lamps...",SPEAKER_10,2.319531249999841,US,US01,1,1,S01E01,255,664.33,667.833,SPEAKER_10,"If this is kerosene, and we
didn't take one of those lamps...",12
255,256,667.833,670.336,"We can make torches and
stuff out of twine.",SPEAKER_10,2.5030000000000427,US,US01,1,1,S01E01,256,667.833,670.336,SPEAKER_10,"We can make torches and
stuff out of twine.",9
256,257,670.336,672.338,"We could twine all
the rafts together.",SPEAKER_10,2.0019999999999527,US,US01,1,1,S01E01,257,670.336,672.338,SPEAKER_10,"We could twine all
the rafts together.",7
257,258,672.538,673.039,JOEL: What is that?,SPEAKER_10,0.45109374999992724,US,US01,1,1,S01E01,258,672.538,673.039,SPEAKER_10,JOEL: What is that?,4
258,259,673.039,674.04,Biscuits.,SPEAKER_00,0.8275937500000055,US,US01,1,1,S01E01,259,673.039,674.04,SPEAKER_00,Biscuits.,1
259,260,674.44,675.941,"Yeah, it's
definitely biscuits,",SPEAKER_10,1.5009999999999764,US,US01,1,1,S01E01,260,674.44,675.941,SPEAKER_10,"Yeah, it's
definitely biscuits,",4
260,261,675.941,676.942,'cause we got corn...,SPEAKER_10,0.9630937500000982,US,US01,1,1,S01E01,261,675.941,676.942,SPEAKER_10,'cause we got corn...,4
261,262,676.942,678.444,"Well, look, we got
a frying pan.",SPEAKER_10,1.2361562500000218,US,US01,1,1,S01E01,262,676.942,678.444,SPEAKER_10,"Well, look, we got
a frying pan.",7
262,263,678.444,679.445,"Oh, we are so set.",SPEAKER_10,1.00100000000009,US,US01,1,1,S01E01,263,678.444,679.445,SPEAKER_10,"Oh, we are so set.",5
263,264,679.945,680.546,"Look, I'm shaking it.",SPEAKER_09,0.46940625000002,US,US01,1,1,S01E01,264,679.945,680.546,SPEAKER_09,"Look, I'm shaking it.",4
264,265,681.047,682.048,Can anyone hear the biscuits?,SPEAKER_10,0.41334374999996726,US,US01,1,1,S01E01,265,681.047,682.048,SPEAKER_10,Can anyone hear the biscuits?,5
265,266,682.448,683.949,"Oh, ho, we got a team flag.",SPEAKER_11,1.5009999999999764,US,US01,1,1,S01E01,266,682.448,683.949,SPEAKER_11,"Oh, ho, we got a team flag.",7
266,267,683.949,685.451,Whoo-hoo!,SPEAKER_11,1.2407187500001555,US,US01,1,1,S01E01,267,683.949,685.451,SPEAKER_11,Whoo-hoo!,1
267,268,685.451,686.952,"If that's our latrine,",SPEAKER_10,0.9354062499999145,US,US01,1,1,S01E01,268,685.451,686.952,SPEAKER_10,"If that's our latrine,",4
268,269,687.053,687.553,"I say we dig a hole,",SPEAKER_10,0.5,US,US01,1,1,S01E01,269,687.053,687.553,SPEAKER_10,"I say we dig a hole,",6
269,270,688.054,689.355,"put this here, knock a board",SPEAKER_10,1.3010000000000446,US,US01,1,1,S01E01,270,688.054,689.355,SPEAKER_10,"put this here, knock a board",6
270,271,689.355,690.856,"out of the bottom,
then we can keep",SPEAKER_10,1.5009999999999764,US,US01,1,1,S01E01,271,689.355,690.856,SPEAKER_10,"out of the bottom,
then we can keep",8
271,272,690.956,691.457,moving it across.,SPEAKER_10,0.5009999999999764,US,US01,1,1,S01E01,272,690.956,691.457,SPEAKER_10,moving it across.,3
272,273,691.957,693.259,Let's plug the hole.,SPEAKER_10,1.302000000000021,US,US01,1,1,S01E01,273,691.957,693.259,SPEAKER_10,Let's plug the hole.,4
273,274,693.259,695.261,"SEAN: Let's sit down and
talk about what the hell",SPEAKER_10,2.0019999999999527,US,US01,1,1,S01E01,274,693.259,695.261,SPEAKER_10,"SEAN: Let's sit down and
talk about what the hell",10
274,275,695.261,696.262,we're going to do.,SPEAKER_10,1.0009999999999764,US,US01,1,1,S01E01,275,695.261,696.262,SPEAKER_10,we're going to do.,4
275,276,696.762,697.763,RICHARD: Can I help?,SPEAKER_27,0.6412500000001273,US,US01,1,1,S01E01,276,696.762,697.763,SPEAKER_27,RICHARD: Can I help?,4
276,277,698.164,700.166,"When I asked earlier about
having a conversation,",SPEAKER_27,2.0020000000000664,US,US01,1,1,S01E01,277,698.164,700.166,SPEAKER_27,"When I asked earlier about
having a conversation,",8
277,278,700.166,701.667,"that's what I was talking about,",SPEAKER_27,1.5009999999999764,US,US01,1,1,S01E01,278,700.166,701.667,SPEAKER_27,"that's what I was talking about,",6
278,279,701.667,703.669,"and I really can help
with how we can do this.",SPEAKER_27,2.0019999999999527,US,US01,1,1,S01E01,279,701.667,703.669,SPEAKER_27,"and I really can help
with how we can do this.",11
279,280,704.17,705.171,We wanted to see...,SPEAKER_27,0.5750312499999382,US,US01,1,1,S01E01,280,704.17,705.171,SPEAKER_27,We wanted to see...,4
280,281,705.171,706.672,"You guys, we came
over here to talk.",SPEAKER_27,1.5009999999999764,US,US01,1,1,S01E01,281,705.171,706.672,SPEAKER_27,"You guys, we came
over here to talk.",8
281,282,706.672,708.174,We just want to see what we...,SPEAKER_27,0.28646875000004,US,US01,1,1,S01E01,282,706.672,708.174,SPEAKER_27,We just want to see what we...,7
282,283,708.174,710.176,"RICHARD: What happens when
people get together is",SPEAKER_27,1.5637812500000337,US,US01,1,1,S01E01,283,708.174,710.176,SPEAKER_27,"RICHARD: What happens when
people get together is",8
283,284,710.676,712.678,"if they aren't all headed
in the same direction,",SPEAKER_27,2.0019999999999527,US,US01,1,1,S01E01,284,710.676,712.678,SPEAKER_27,"if they aren't all headed
in the same direction,",9
284,285,713.079,716.582,"toward a particular goal, then
things that individuals do",SPEAKER_27,3.5030000000000427,US,US01,1,1,S01E01,285,713.079,716.582,SPEAKER_27,"toward a particular goal, then
things that individuals do",9
285,286,717.083,720.086,"kind of get in the way of
the whole team, and I think",SPEAKER_27,3.0030000000000427,US,US01,1,1,S01E01,286,717.083,720.086,SPEAKER_27,"kind of get in the way of
the whole team, and I think",13
286,287,720.586,723.089,"it's really, really important
that what we decide",SPEAKER_27,2.5030000000000427,US,US01,1,1,S01E01,287,720.586,723.089,SPEAKER_27,"it's really, really important
that what we decide",8
287,288,723.589,724.59,be decided as a group.,SPEAKER_27,1.0009999999999764,US,US01,1,1,S01E01,288,723.589,724.59,SPEAKER_27,be decided as a group.,5
288,289,724.99,726.992,"So, if you hear somebody
saying something",SPEAKER_27,2.0019999999999527,US,US01,1,1,S01E01,289,724.99,726.992,SPEAKER_27,"So, if you hear somebody
saying something",7
289,290,727.193,728.694,"and you're all aggravated
with them, stop,",SPEAKER_27,1.5009999999999764,US,US01,1,1,S01E01,290,727.193,728.694,SPEAKER_27,"and you're all aggravated
with them, stop,",7
290,291,728.694,729.695,don't try to make your point,SPEAKER_27,1.00100000000009,US,US01,1,1,S01E01,291,728.694,729.695,SPEAKER_27,don't try to make your point,6
291,292,730.196,731.197,"and try and help
them make theirs.",SPEAKER_27,1.0009999999999764,US,US01,1,1,S01E01,292,730.196,731.197,SPEAKER_27,"and try and help
them make theirs.",7
292,293,731.697,733.199,"So, for example,
you know, Sean,",SPEAKER_27,0.6749062499999354,US,US01,1,1,S01E01,293,731.697,733.199,SPEAKER_27,"So, for example,
you know, Sean,",6
293,294,733.199,735.201,what do you think a main point,SPEAKER_27,2.0020000000000664,US,US01,1,1,S01E01,294,733.199,735.201,SPEAKER_27,what do you think a main point,7
294,295,735.201,737.203,"of what I'm trying
to say now is?",SPEAKER_27,2.0019999999999527,US,US01,1,1,S01E01,295,735.201,737.203,SPEAKER_27,"of what I'm trying
to say now is?",8
295,296,737.603,738.604,I didn't listen to a word you...,SPEAKER_10,0.7811562500000946,US,US01,1,1,S01E01,296,737.603,738.604,SPEAKER_10,I didn't listen to a word you...,7
296,297,739.105,741.607,"I've been daydreaming, thinking,
""What am I going to eat?""",SPEAKER_10,1.3879062500000146,US,US01,1,1,S01E01,297,739.105,741.607,SPEAKER_10,"I've been daydreaming, thinking,
""What am I going to eat?""",10
297,298,741.607,743.609,"Well, you'll begin to
figure that out...",SPEAKER_10,1.7002187499999764,US,US01,1,1,S01E01,298,741.607,743.609,SPEAKER_10,"Well, you'll begin to
figure that out...",7
298,299,761.527,763.028,"All right, we got a stick up.",SPEAKER_10,1.130625000000009,US,US01,1,1,S01E01,299,761.527,763.028,SPEAKER_10,"All right, we got a stick up.",7
299,300,765.03,767.032,"Well, as long as they can hit
the middle of this hole,",SPEAKER_26,1.0785312500000828,US,US01,1,1,S01E01,300,765.03,767.032,SPEAKER_26,"Well, as long as they can hit
the middle of this hole,",12
300,301,767.533,768.033,we're all set here.,SPEAKER_26,0.5,US,US01,1,1,S01E01,301,767.533,768.033,SPEAKER_26,we're all set here.,4
301,302,768.534,769.535,Put it right like this.,UNKNOWN,0.0,US,US01,1,1,S01E01,302,768.534,769.535,UNKNOWN,Put it right like this.,5
302,303,769.535,770.536,This is perfect.,UNKNOWN,0.0,US,US01,1,1,S01E01,303,769.535,770.536,UNKNOWN,This is perfect.,3
303,304,777.743,779.745,"Hey, we found a water map!",SPEAKER_17,0.78090624999993,US,US01,1,1,S01E01,304,777.743,779.745,SPEAKER_17,"Hey, we found a water map!",6
